"","Protein","Gene","Description","Fold_Change","p_Value"
"1392","EPHA2_MOUSE|Q03145","Epha2","Ephrin type-A receptor 2",-1.7,0.00313
"1393","EPHA3_MOUSE|P29319","Epha3","Ephrin type-A receptor 3",-1.64,0.000968
"1394","EPHA4_MOUSE|Q03137","Epha4","Ephrin type-A receptor 4",-1.67,0.00274
"1395","EPHA5_MOUSE|Q60629","Epha5","Ephrin type-A receptor 5",-1.46,0.000713
"1396","EPHB1_MOUSE|Q8CBF3","Ephb1","Ephrin type-B receptor 1",-1.65,0.00125
"1397","EPHB2_MOUSE|P54763","Ephb2","Ephrin type-B receptor 2",-1.54,0.00152
"1398","EPHB3_MOUSE|P54754","Ephb3","Ephrin type-B receptor 3",-1.76,0.00016
"1399","EPMIP_MOUSE|Q8VEH5","Epm2aip1","EPM2A-interacting protein 1",-2.2,0.00155
"1400","EPN1_MOUSE|Q80VP1","Epn1","Epsin-1",-5.13,0.000432
"1401","EPN2_MOUSE|Q8CHU3","Epn2","Epsin-2",-6.41,0.00134
"1402","EPN2_MOUSE|Q8CHU3-2","Epn2","Epsin-2 (isoform 2)",-8.42,0.0018
"1403","EPN4_MOUSE|Q99KN9","Clint1","Clathrin interactor 1",-13.6,0.00244
"1404","EPS15_MOUSE|P42567","Eps15","Epidermal growth factor receptor substrate 15",-3.17,0.00207
"1405","EPS8_MOUSE|Q08509","Eps8","Epidermal growth factor receptor kinase substrate 8",-3.4,0.00162
"1406","ERBB4_MOUSE|Q61527","Erbb4","Receptor tyrosine-protein kinase erbB-4",-3.47,0.0014
"1407","ERBIN_MOUSE|Q80TH2",NA,NA,-11.2,0.000885
"1408","ERC2_MOUSE|Q6PH08","Erc2","ERC protein 2",-16.2,0.00106
"1409","ERCC5_MOUSE|P35689","Ercc5","DNA repair protein complementing XP-G cells homolog",-6.38,0.00475
"1410","ERF1_MOUSE|Q8BWY3","Etf1","Eukaryotic peptide chain release factor subunit 1",1.02,0.59
"1411","ERF3A_MOUSE|Q8R050","Gspt1","Eukaryotic peptide chain release factor GTP-binding subunit ERF3A",-1.77,0.00453
"1412","ERF3B_MOUSE|Q149F3","Gspt2","Eukaryotic peptide chain release factor GTP-binding subunit ERF3B",-2.66,0.00297
"1413","ERGI1_MOUSE|Q9DC16","Ergic1","Endoplasmic reticulum-Golgi intermediate compartment protein 1",-1.31,0.0609
"1414","ERH_MOUSE|P84089","Erh","Enhancer of rudimentary homolog",-1.59,1.84e-05
"1415","ERLEC_MOUSE|Q8VEH8","Erlec1","Endoplasmic reticulum lectin 1",-1.41,0.0317
"1416","ERLN1_MOUSE|Q91X78","Erlin1","Erlin-1",-1.6,0.0187
"1417","ERLN2_MOUSE|Q8BFZ9","Erlin2","Erlin-2",-1.43,0.0816
"1418","ERMIN_MOUSE|Q5EBJ4","Ermn","Ermin",-1.52,0.0227
"1419","ERMP1_MOUSE|Q3UVK0","Ermp1","Endoplasmic reticulum metallopeptidase 1",-1.67,0.00226
"1420","ERP44_MOUSE|Q9D1Q6","Erp44","Endoplasmic reticulum resident protein 44",-1.29,0.00432
"1421","ES1_MOUSE|Q9D172","D10Jhu81e","ES1 protein homolog, mitochondrial",-1.59,0.0022
"1422","ES8L2_MOUSE|Q99K30","Eps8l2","Epidermal growth factor receptor kinase substrate 8-like protein 2",-3.46,0.00175
"1423","EST1A_MOUSE|P61406","Smg6","Telomerase-binding protein EST1A",-3.4,0.000146
"1424","ESTD_MOUSE|Q9R0P3","Esd","S-formylglutathione hydrolase",-1.61,0.00234
"1425","ESYT1_MOUSE|Q3U7R1","Esyt1","Extended synaptotagmin-1",-1.55,0.0486
"1426","ESYT2_MOUSE|Q3TZZ7","Esyt2","Extended synaptotagmin-2",-2.06,0.0122
"1427","ETBR2_MOUSE|Q99JG2","Gpr37l1","Prosaposin receptor GPR37L1",-1.53,0.0422
"1428","ETFA_MOUSE|Q99LC5","Etfa","Electron transfer flavoprotein subunit alpha, mitochondrial",-1.31,0.0212
"1429","ETFB_MOUSE|Q9DCW4","Etfb","Electron transfer flavoprotein subunit beta",-1.61,0.00451
"1430","ETFD_MOUSE|Q921G7","Etfdh","Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial",-1.64,0.00494
"1431","ETHE1_MOUSE|Q9DCM0","Ethe1","Persulfide dioxygenase ETHE1, mitochondrial",-1.47,0.00039
"1432","EVL_MOUSE|P70429","Evl","Ena/VASP-like protein",-2.81,0.00029
"1433","EVPL_MOUSE|Q9D952","Evpl","Envoplakin",-8.92,7.54e-05
"1434","EWS_MOUSE|Q61545","Ewsr1","RNA-binding protein EWS",-1.57,0.00099
"1435","EXC6B_MOUSE|A6H5Z3","Exoc6b","Exocyst complex component 6B",-2,0.000429
"1436","EXOC1_MOUSE|Q8R3S6","Exoc1","Exocyst complex component 1",-1.91,0.00151
"1437","EXOC2_MOUSE|Q9D4H1","Exoc2","Exocyst complex component 2",-1.68,0.00607
"1438","EXOC3_MOUSE|Q6KAR6","Exoc3","Exocyst complex component 3",-2.63,0.000386
"1439","EXOC4_MOUSE|O35382","Exoc4","Exocyst complex component 4",-1.81,0.00343
"1440","EXOC5_MOUSE|Q3TPX4","Exoc5","Exocyst complex component 5",-1.64,0.00446
"1441","EXOC6_MOUSE|Q8R313","Exoc6","Exocyst complex component 6",-1.72,0.0288
"1442","EXOC7_MOUSE|O35250","Exoc7","Exocyst complex component 7",-1.68,0.0049
"1443","EXOC8_MOUSE|Q6PGF7","Exoc8","Exocyst complex component 8",-2.13,0.00119
"1444","EXOS4_MOUSE|Q921I9","Exosc4","Exosome complex component RRP41",-1.1,0.262
"1445","EXOS7_MOUSE|Q9D0M0","Exosc7","Exosome complex exonuclease RRP42",-1.35,0.262
"1446","EXOS9_MOUSE|Q9JHI7","Exosc9","Exosome complex component RRP45",-1.49,0.00993
"1447","EXPH5_MOUSE|Q0VAV2","Exph5","Exophilin-5",-2.93,0.00287
"1448","EZRI_MOUSE|P26040","Ezr","Ezrin",-1.4,0.00141
"1449","F102A_MOUSE|Q78T81","Fam102a","Protein FAM102A",-2.04,0.000589
"1450","F10A1_MOUSE|Q99L47","St13","Hsc70-interacting protein",-1.87,0.000896
"1451","F110B_MOUSE|Q8C739","Fam110b","Protein FAM110B",-25.4,0.000564
"1452","F1142_MOUSE|Q8VE88","Fam114a2","Protein FAM114A2",-11.9,0.00185
"1453","F117B_MOUSE|Q3U3E2","Fam117b","Protein FAM117B",-6.96,0.000657
"1454","F120A_MOUSE|Q6A0A9","FAM120A","Constitutive coactivator of PPAR-gamma-like protein 1",-3.18,0.0023
"1455","F120B_MOUSE|Q6RI63","Fam120b","Constitutive coactivator of peroxisome proliferator-activated receptor gamma",-2.11,0.00132
"1456","F120C_MOUSE|Q8C3F2","Fam120c","Constitutive coactivator of PPAR-gamma-like protein 2",-2.7,0.00204
"1457","F126B_MOUSE|Q8C729","Fam126b","Protein FAM126B",-3.55,0.00111
"1458","F131B_MOUSE|Q3TY60","Fam131b","Protein FAM131B",-24.3,9.84e-05
"1459","F131B_MOUSE|Q3TY60-2","Fam131b","Protein FAM131B (isoform 2)",-14,0.00408
"1460","F133B_MOUSE|Q9CVI2","Fam133b","Protein FAM133B",-1.13,0.235
"1461","F135A_MOUSE|Q6NS59","Fam135a","Protein FAM135A",-4.22,0.00795
"1462","F135B_MOUSE|Q9DAI6","Fam135b","Protein FAM135B",-4.45,0.0034
"1463","F163B_MOUSE|Q8BUM6","Fam163b","Protein FAM163B",-2.11,0.00585
"1464","F169A_MOUSE|Q5XG69","Fam169a","Soluble lamin-associated protein of 75 kDa",-9.24,0.00471
"1465","F16A2_MOUSE|Q3U2I3","Fam160a2","FTS and Hook-interacting protein",-2.25,0.000311
"1466","F16B1_MOUSE|Q8CDM8","Fam160b1","Protein FAM160B1",-2.14,0.000814
"1467","F1712_MOUSE|A2A699","Fam171a2","Protein FAM171A2",-19.8,0.000573
"1468","F171B_MOUSE|Q14CH0","Fam171b","Protein FAM171B",-20.1,0.00131
"1469","F177A_MOUSE|Q8BR63","Fam177a1","Protein FAM177A1",-2.43,0.000893
"1470","F1891_MOUSE|Q6A044","Fam189a1","Protein FAM189A1",-6.37,0.00265
"1471","F192A_MOUSE|Q91WE2","Fam192a","Protein FAM192A",-4.4,0.00419
"1472","F196A_MOUSE|Q3USH1","Fam196a","Protein FAM196A",-16.8,0.00204
"1473","F213A_MOUSE|Q9CYH2","Fam213a","Redox-regulatory protein FAM213A",-1.64,0.00788
"1474","F219A_MOUSE|Q9D772","Fam219a","Protein FAM219A",-7.85,0.005
"1475","F2Z3U3_MOUSE|F2Z3U3","Raph1","Protein Raph1",-9.96,0.00293
"1476","F6RPJ9_MOUSE|F6RPJ9","Ide","Insulin-degrading enzyme",-1.67,0.157
"1477","F6RWZ9_MOUSE|F6RWZ9","Camk2d","Calcium/calmodulin-dependent protein kinase type II subunit delta",-1.86,0.00783
"1478","F6RXM1_MOUSE|F6RXM1","Herc1","Protein Herc1",-1.85,0.000352
"1479","F6S054_MOUSE|F6S054","Mtss1l","MTSS1-like protein",-12.6,0.00169
"1480","F6SPK0_MOUSE|F6SPK0","Ube2j1","Ubiquitin-conjugating enzyme E2 J1",-2.04,0.000691
"1481","F6SZ47_MOUSE|F6SZ47","Braf","Serine/threonine-protein kinase B-raf",-9.54,0.00697
"1482","F6TDE5_MOUSE|F6TDE5","Myo5a","Unconventional myosin-Va",-1.9,0.000484
"1483","F6TFN2_MOUSE|F6TFN2","Lmo7","Protein Lmo7",-15.9,0.00355
"1484","F6TRJ8_MOUSE|F6TRJ8","Ccdc85a","Coiled-coil domain-containing protein 85A",-14.3,0.00385
"1485","F6U3S2_MOUSE|F6U3S2","Mfsd6","Major facilitator superfamily domain-containing protein 6",-1.68,0.00473
"1486","F6UUZ3_MOUSE|F6UUZ3","Dgkk","Diacylglycerol kinase",-3.33,0.00175
"1487","F6XIX0_MOUSE|F6XIX0","Synj1","Synaptojanin-1",-2.16,0.000285
"1488","F6ZDC5_MOUSE|F6ZDC5","Sbf2","Protein Sbf2",-1.86,0.00525
"1489","F6ZGR6_MOUSE|F6ZGR6","D430041D05Rik","Protein D430041D05Rik",-7.55,0.00178
"1490","F6ZQL0_MOUSE|F6ZQL0","Mtdh","Protein LYRIC",-11.1,0.000525
"1491","F7B0R9_MOUSE|F7B0R9","2010300C02Rik","Protein 2010300C02Rik",-22.2,0.00112
"1492","F7BAB2_MOUSE|F7BAB2","Tmem132b","Protein Tmem132b",-2,0.00537
"1493","F7BJK1_MOUSE|F7BJK1","Pcdh1","Protein Pcdh1",-6.6,0.00024
"1494","F7BPW6_MOUSE|F7BPW6","Sec16a","Protein Sec16a",-5.42,0.00199
"1495","F7CD11_MOUSE|F7CD11","Synj1","Synaptojanin-1",-1.76,0.00592
"1496","F7CUV7_MOUSE|F7CUV7","Epn2","Epsin-2",-3.02,0.000148
"1497","F7CVJ5_MOUSE|F7CVJ5","Ahnak2","Protein Ahnak2",-29.6,0.00564
"1498","F7D6K4_MOUSE|F7D6K4","Scn8a","Sodium channel protein",-2.81,0.0096
"1499","F7DBB3_MOUSE|F7DBB3","Ahnak2","Protein Ahnak2",-13.1,0.00226
"1500","F7DCH5_MOUSE|F7DCH5","Clasp2","CLIP-associating protein 2",-4.03,0.00134
"1501","F8I2_MOUSE|Q00558","F8a1","Factor VIII intron 22 protein",-1.66,5.7e-05
"1502","F8SLQ1_MOUSE|F8SLQ1","Pex5l","PEX5-related protein",-13.5,0.00214
"1503","F8VPK8_MOUSE|F8VPK8","Pcdh9","Protein Pcdh9",-4.8,0.0042
"1504","F8VPN4_MOUSE|F8VPN4","Agl","Protein Agl",-1.54,0.00435
"1505","F8VPP8_MOUSE|F8VPP8","Zc3h7b","Protein Zc3h7b",-1.98,0.0105
"1506","F8VPZ3_MOUSE|F8VPZ3","Usp32","Ubiquitin carboxyl-terminal hydrolase",-3.11,0.00287
"1507","F8VQ05_MOUSE|F8VQ05","Fryl","Protein Fryl",-1.77,0.00974
"1508","F8VQ40_MOUSE|F8VQ40","Lama1","Laminin subunit alpha-1",1.03,0.608
"1509","F8VQC7_MOUSE|F8VQC7","Ktn1","Kinectin",-11.6,0.00715
"1510","F8WGT1_MOUSE|F8WGT1","Ahcyl2","Adenosylhomocysteinase",-2.07,0.00218
"1511","F8WHB1_MOUSE|F8WHB1","Atp2b2","Calcium-transporting ATPase",-2.47,0.000107
"1512","F8WI56_MOUSE|F8WI56","Dip2a","Disco-interacting protein 2 homolog A",-1.99,0.00534
"1513","F8WIJ5_MOUSE|F8WIJ5","Ddhd1","Phospholipase DDHD1",-4.66,0.00218
"1514","F91A1_MOUSE|Q3UVG3","Fam91a1","Protein FAM91A1",-2.94,0.00186
"1515","FA49A_MOUSE|Q8BHZ0","Fam49a","Protein FAM49A",-1.77,0.00133
"1516","FA49B_MOUSE|Q921M7","Fam49b","Protein FAM49B",-1.79,0.00156
"1517","FA92B_MOUSE|Q3V2J0","Fam92b","Protein FAM92B",-1.21,0.435
"1518","FA98B_MOUSE|Q80VD1","Fam98b","Protein FAM98B",-1.68,0.00211
"1519","FAAA_MOUSE|P35505","Fah","Fumarylacetoacetase",-1.37,0.0228
"1520","FAAH1_MOUSE|O08914","Faah","Fatty-acid amide hydrolase 1",-1.49,0.00193
"1521","FABD_MOUSE|Q8R3F5","Mcat","Malonyl-CoA-acyl carrier protein transacylase, mitochondrial",-1.68,0.000102
"1522","FABP5_MOUSE|Q05816","Fabp5","Fatty acid-binding protein, epidermal",-1.5,0.0166
"1523","FABP7_MOUSE|P51880","Fabp7","Fatty acid-binding protein, brain",-1.09,0.798
"1524","FABPH_MOUSE|P11404","Fabp3","Fatty acid-binding protein, heart",-1.4,0.166
"1525","FACE1_MOUSE|Q80W54","Zmpste24","CAAX prenyl protease 1 homolog",-1.29,0.0172
"1526","FACR1_MOUSE|Q922J9","Far1","Fatty acyl-CoA reductase 1",-1.44,0.0489
"1527","FAD1_MOUSE|Q8R123","Flad1","FAD synthase",-1.72,0.00372
"1528","FAF1_MOUSE|P54731","Faf1","FAS-associated factor 1",-1.89,0.00337
"1529","FAF2_MOUSE|Q3TDN2","Faf2","FAS-associated factor 2",-1.87,0.000336
"1530","FAHD1_MOUSE|Q8R0F8","Fahd1","Acylpyruvase FAHD1, mitochondrial",-1.54,0.00223
"1531","FAHD2_MOUSE|Q3TC72","Fahd2","Fumarylacetoacetate hydrolase domain-containing protein 2A",-1.61,0.00539
"1532","FAK1_MOUSE|P34152","Ptk2","Focal adhesion kinase 1",-2.27,0.00132
"1533","FAK2_MOUSE|Q9QVP9","Ptk2b","Protein-tyrosine kinase 2-beta",-2.39,0.00312
"1534","FARP1_MOUSE|F8VPU2","Farp1","FERM, RhoGEF and pleckstrin domain-containing protein 1",-1.9,0.00664
"1535","FAS_MOUSE|P19096","Fasn","Fatty acid synthase",-1.34,0.0383
"1536","FBLL1_MOUSE|Q80WS3","Fbll1","rRNA/tRNA 2'-O-methyltransferase fibrillarin-like protein 1",-1.42,0.0109
"1537","FBP1L_MOUSE|Q8K012","Fnbp1l","Formin-binding protein 1-like",-7.52,0.00168
"1538","FBRL_MOUSE|P35550","Fbl","rRNA 2'-O-methyltransferase fibrillarin",-1.3,0.0574
"1539","FBX2_MOUSE|Q80UW2","Fbxo2","F-box only protein 2",-1.95,0.00287
"1540","FBX22_MOUSE|Q78JE5","Fbxo22","F-box only protein 22",-1.56,0.00595
"1541","FBX3_MOUSE|Q9DC63","Fbxo3","F-box only protein 3",-1.75,0.00226
"1542","FBX38_MOUSE|Q8BMI0","Fbxo38","F-box only protein 38",-1.99,0.00676
"1543","FBX41_MOUSE|Q6NS60","Fbxo41","F-box only protein 41",-11,0.00153
"1544","FBX42_MOUSE|Q6PDJ6","Fbxo42","F-box only protein 42",-2.47,0.00159
"1545","FBX6_MOUSE|Q9QZN4","Fbxo6","F-box only protein 6",1.12,0.315
"1546","FBXL4_MOUSE|Q8BH70","Fbxl4","F-box/LRR-repeat protein 4",-1.93,0.00179
"1547","FCSD2_MOUSE|Q3USJ8","Fchsd2","F-BAR and double SH3 domains protein 2",-4.46,0.000669
"1548","FEN1_MOUSE|P39749","Fen1","Flap endonuclease 1",-1.06,0.294
"1549","FERM2_MOUSE|Q8CIB5","Fermt2","Fermitin family homolog 2",-1.19,0.423
"1550","FETUA_MOUSE|P29699","Ahsg","Alpha-2-HS-glycoprotein",1.45,0.327
"1551","FGD1_MOUSE|P52734","Fgd1","FYVE, RhoGEF and PH domain-containing protein 1",-12.9,0.00269
"1552","FGD4_MOUSE|Q91ZT5","Fgd4","FYVE, RhoGEF and PH domain-containing protein 4",-6.82,0.00491
"1553","FGF1_MOUSE|P61148","Fgf1","Fibroblast growth factor 1",-1.2,0.0687
"1554","FGF12_MOUSE|P61329","Fgf12","Fibroblast growth factor 12",-1.52,0.0285
"1555","FGOP2_MOUSE|Q9CRA9","Fgfr1op2","FGFR1 oncogene partner 2 homolog",-9.69,0.00198
"1556","FGOP2_MOUSE|Q9CRA9-2","Fgfr1op2","FGFR1 oncogene partner 2 homolog (isoform 2)",-5.49,0.000456
"1557","FHL1_MOUSE|P97447","Fhl1","Four and a half LIM domains protein 1",-8.95,0.00393
"1558","FIGL1_MOUSE|Q8BPY9","Fignl1","Fidgetin-like protein 1",-1.87,0.031
"1559","FIP1_MOUSE|Q9D824","Fip1l1","Pre-mRNA 3'-end-processing factor FIP1",-4.91,0.00188
"1560","FIS1_MOUSE|Q9CQ92","Fis1","Mitochondrial fission 1 protein",-1.74,0.0087
"1561","FKB15_MOUSE|Q6P9Q6","Fkbp15","FK506-binding protein 15",-3.54,0.00164
"1562","FKB1A_MOUSE|P26883","Fkbp1a","Peptidyl-prolyl cis-trans isomerase FKBP1A",-1.23,0.01
"1563","FKBP2_MOUSE|P45878","Fkbp2","Peptidyl-prolyl cis-trans isomerase FKBP2",-1.16,0.0701
"1564","FKBP3_MOUSE|Q62446","Fkbp3","Peptidyl-prolyl cis-trans isomerase FKBP3",-1.57,0.00045
"1565","FKBP4_MOUSE|P30416","Fkbp4","Peptidyl-prolyl cis-trans isomerase FKBP4",-1.64,0.00351
"1566","FKBP5_MOUSE|Q64378","Fkbp5","Peptidyl-prolyl cis-trans isomerase FKBP5",-2.04,0.00253
"1567","FKBP8_MOUSE|O35465","Fkbp8","Peptidyl-prolyl cis-trans isomerase FKBP8",-2.6,0.00133
"1568","FLII_MOUSE|Q9JJ28","Flii","Protein flightless-1 homolog",-1.7,0.00396
"1569","FLNA_MOUSE|Q8BTM8","Flna","Filamin-A",1.33,0.175
"1570","FLNB_MOUSE|Q80X90","Flnb","Filamin-B",-1.17,0.019
"1571","FLNC_MOUSE|Q8VHX6","Flnc","Filamin-C",1.16,0.000993
"1572","FLOT1_MOUSE|O08917","Flot1","Flotillin-1",-2.02,0.0021
"1573","FLOT2_MOUSE|Q60634","Flot2","Flotillin-2",-2.37,0.00205
"1574","FLRT2_MOUSE|Q8BLU0",NA,NA,-2.69,0.000985
"1575","FMN1_MOUSE|Q05860","Fmn1","Formin-1",-4.71,0.000756
"1576","FMN2_MOUSE|Q9JL04","Fmn2","Formin-2",-8.19,0.00124
"1577","FMNL1_MOUSE|Q9JL26",NA,NA,-2.28,0.00116
"1578","FMNL2_MOUSE|A2APV2","Fmnl2","Formin-like protein 2",-1.73,0.00279
"1579","FMR1_MOUSE|P35922","Fmr1","Fragile X mental retardation protein 1 homolog",-1.81,0.00212
"1580","FN3K_MOUSE|Q9ER35","Fn3k","Fructosamine-3-kinase",-1.64,0.000536
"1581","FNBP1_MOUSE|Q80TY0","Fnbp1","Formin-binding protein 1",-7.29,0.00123
"1582","FOXJ3_MOUSE|Q8BUR3","Foxj3","Forkhead box protein J3",-2.32,0.0554
"1583","FOXK1_MOUSE|P42128","Foxk1","Forkhead box protein K1",-6.63,0.00187
"1584","FOXO3_MOUSE|Q9WVH4","Foxo3","Forkhead box protein O3",-5.9,0.00102
"1585","FPPS_MOUSE|Q920E5","Fdps","Farnesyl pyrophosphate synthase",-1.69,0.0639
"1586","FRIH_MOUSE|P09528","Fth1","Ferritin heavy chain",-1.63,0.00948
"1587","FRM4A_MOUSE|Q8BIE6","Frmd4a","FERM domain-containing protein 4A",-3.06,0.000504
"1588","FRPD4_MOUSE|A2AFR3","Frmpd4","FERM and PDZ domain-containing protein 4",-5.64,0.00105
"1589","FRS1L_MOUSE|B1AXV0","Frrs1l","DOMON domain-containing protein FRRS1L",-1.54,0.00894
"1590","FRS2_MOUSE|Q8C180","Frs2","Fibroblast growth factor receptor substrate 2",-7.38,0.00117
"1591","FRS3_MOUSE|Q91WJ0","Frs3","Fibroblast growth factor receptor substrate 3",-5.66,0.000419
"1592","FRY_MOUSE|E9Q8I9","Fry","Protein furry homolog",-1.67,0.0292
"1593","FSCN1_MOUSE|Q61553","Fscn1","Fascin",-1.28,0.0426
"1594","FSD1_MOUSE|Q7TPM6","Fsd1","Fibronectin type III and SPRY domain-containing protein 1",-1.75,0.00165
"1595","FSD1L_MOUSE|Q8BYN5","Fsd1l","FSD1-like protein",-1.75,0.0021
"1596","FTO_MOUSE|Q8BGW1","Fto","Alpha-ketoglutarate-dependent dioxygenase FTO",-1.67,0.000539
"1597","FUBP1_MOUSE|Q91WJ8","Fubp1","Far upstream element-binding protein 1",-2.24,0.00103
"1598","FUBP2_MOUSE|Q3U0V1","Khsrp","Far upstream element-binding protein 2",-2.87,0.00136
"1599","FUK_MOUSE|Q7TMC8",NA,NA,-1.63,0.00149
"1600","FUMH_MOUSE|P97807","Fh","Fumarate hydratase, mitochondrial",-1.52,0.00848
"1601","FUND2_MOUSE|Q9D6K8","Fundc2","FUN14 domain-containing protein 2",-1.75,0.035
"1602","FUS_MOUSE|P56959","Fus","RNA-binding protein FUS",-2.79,0.000146
"1603","FUT8_MOUSE|Q9WTS2","Fut8","Alpha-(1,6)-fucosyltransferase",-1.57,0.0178
"1604","FXL16_MOUSE|A2RT62","Fbxl16","F-box/LRR-repeat protein 16",-1.88,0.00184
"1605","FXR1_MOUSE|Q61584","Fxr1","Fragile X mental retardation syndrome-related protein 1",-1.58,0.000452
"1606","FXR2_MOUSE|Q9WVR4","Fxr2","Fragile X mental retardation syndrome-related protein 2",-2.39,0.000116
"1607","FYN_MOUSE|P39688","Fyn","Tyrosine-protein kinase Fyn",-1.4,0.0115
"1608","FYV1_MOUSE|Q9Z1T6","Pikfyve","1-phosphatidylinositol 3-phosphate 5-kinase",-2.68,0.00127
"1609","G3BP1_MOUSE|P97855","G3bp1","Ras GTPase-activating protein-binding protein 1",-2.69,0.00111
"1610","G3BP2_MOUSE|P97379","G3bp2","Ras GTPase-activating protein-binding protein 2",-5.12,0.000632
"1611","G3FEZ6_MOUSE|G3FEZ6","Brsk2","BR serine/threonine kinase 2 transcript variant 5",-2.46,4.02e-06
"1612","G3P_MOUSE|P16858","Gapdh","Glyceraldehyde-3-phosphate dehydrogenase",-1.63,0.00343
"1613","G3PT_MOUSE|Q64467","Gapdhs","Glyceraldehyde-3-phosphate dehydrogenase, testis-specific",-1.67,0.00363
"1614","G3UW47_MOUSE|G3UW47","Kif1a","Kinesin family member 1A",-1.54,0.00793
"1615","G3UW55_MOUSE|G3UW55","A230065H16Rik","MCG14937",-6.67,0.000357
"1616","G3UZF4_MOUSE|G3UZF4","Usp32","Protein Usp32",-1.77,0.00122
"1617","G3UZJ2_MOUSE|G3UZJ2","Map2","Microtubule-associated protein",-20.6,0.00714
"1618","G3UZR1_MOUSE|G3UZR1","Tubb5","Tubulin beta-5 chain",1.08,0.364
"1619","G3X8U3_MOUSE|G3X8U3","2210016F16Rik","MCG6895",-1.68,0.0034
"1620","G3X8Y3_MOUSE|G3X8Y3","Naa15","N-alpha-acetyltransferase 15, NatA auxiliary subunit",-1.51,0.00529
"1621","G3X972_MOUSE|G3X972","Sec24c","Protein Sec24c",-1.64,0.00138
"1622","G3X9J1_MOUSE|G3X9J1","Slc8a1","Sodium/calcium exchanger 1",-2.4,0.000884
"1623","G3X9N3_MOUSE|G3X9N3","Pnmal2","MCG16539",-4.95,0.0044
"1624","G3X9X1_MOUSE|G3X9X1","Kbtbd2","MCG13111, isoform CRA_a",-2.08,0.00188
"1625","G3X9Z4_MOUSE|G3X9Z4","Pcf11","Cleavage and polyadenylation factor subunit homolog (S. cerevisiae)",-2.82,0.00262
"1626","G3XA20_MOUSE|G3XA20","Grip2","MCG130431, isoform CRA_a",-7.35,0.00571
"1627","G5E867_MOUSE|G5E867","Raph1","MCG116540, isoform CRA_b",-9.29,0.00363
"1628","G5E884_MOUSE|G5E884","Pak1","Serine/threonine-protein kinase PAK 1",-3.34,0.00199
"1629","G5E896_MOUSE|G5E896","Edc4","Enhancer of mRNA decapping 4, isoform CRA_b",-8.99,0.0145
"1630","G5E8G3_MOUSE|G5E8G3","Opcml","MCG9827",-2.29,0.000325
"1631","G5E8V9_MOUSE|G5E8V9","Arfip1","MCG18094",-2.18,0.000624
"1632","G6PD1_MOUSE|Q00612","G6pdx","Glucose-6-phosphate 1-dehydrogenase X",-1.46,0.00913
"1633","G6PI_MOUSE|P06745","Gpi","Glucose-6-phosphate isomerase",-1.77,0.00697
"1634","GA2L1_MOUSE|Q8JZP9","Gas2l1","GAS2-like protein 1",-3.2,0.00104
"1635","GAB1_MOUSE|Q9QYY0","Gab1","GRB2-associated-binding protein 1",-2.12,0.00231
"1636","GAB2_MOUSE|Q9Z1S8","Gab2","GRB2-associated-binding protein 2",-9.61,0.00166
"1637","GABR1_MOUSE|Q9WV18","Gabbr1","Gamma-aminobutyric acid type B receptor subunit 1",-3.33,0.00192
"1638","GABR2_MOUSE|Q80T41","Gabbr2","Gamma-aminobutyric acid type B receptor subunit 2",-2.91,0.00162
"1639","GABT_MOUSE|P61922","Abat","4-aminobutyrate aminotransferase, mitochondrial",-1.68,0.00345
"1640","GAK_MOUSE|Q99KY4","Gak","Cyclin-G-associated kinase",-2.91,0.00192
"1641","GALD1_MOUSE|Q8BFQ8",NA,NA,-1.81,0.000164
"1642","GALE_MOUSE|Q8R059","Gale","UDP-glucose 4-epimerase",-1.63,0.00222
"1643","GALK1_MOUSE|Q9R0N0","Galk1","Galactokinase",-1.38,0.0129
"1644","GALT2_MOUSE|Q6PB93","Galnt2","Polypeptide N-acetylgalactosaminyltransferase 2",-1.26,0.0951
"1645","GAMT_MOUSE|O35969","Gamt","Guanidinoacetate N-methyltransferase",-2.29,0.00864
"1646","GAN_MOUSE|Q8CA72","Gan","Gigaxonin",-1.68,0.00266
"1647","GANAB_MOUSE|Q8BHN3","Ganab","Neutral alpha-glucosidase AB",-1.43,0.011
"1648","GANAB_MOUSE|Q8BHN3-2","Ganab","Neutral alpha-glucosidase AB (isoform 2)",-1.63,0.0166
"1649","GANP_MOUSE|Q9WUU9","Mcm3ap","Germinal-center associated nuclear protein",-10.4,0.00239
"1650","GAPD1_MOUSE|Q6PAR5","Gapvd1","GTPase-activating protein and VPS9 domain-containing protein 1",-3.19,0.00327
"1651","GARE1_MOUSE|Q3UFT3",NA,NA,-4.91,0.0011
"1652","GARL3_MOUSE|Q3V0G7","Garnl3","GTPase-activating Rap/Ran-GAP domain-like protein 3",-3.58,0.000628
"1653","GARS_MOUSE|Q9CZD3",NA,NA,-1.47,0.00863
"1654","GAS7_MOUSE|Q60780","Gas7","Growth arrest-specific protein 7",-1.94,0.000587
"1655","GASP1_MOUSE|Q5U4C1","Gprasp1","G-protein coupled receptor-associated sorting protein 1",-6.28,0.0019
"1656","GATB_MOUSE|Q99JT1","Gatb","Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial",-1.64,0.00539
"1657","GATM_MOUSE|Q9D964","Gatm","Glycine amidinotransferase, mitochondrial",-1.89,0.0149
